content,sentiment
" Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste.",worry
"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now..",worry
fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw,worry
 i am jealous of your mom talking to . i want to see you all our twittering is making me miss you,worry
I can't sleep...I keep thinking about the puppy I played with today,worry
.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh,worry
"Last one month due to summer, strawberry is not availble in the Chennai markets!",worry
First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  ),worry
Oh no one minute too late! Oh well,worry
ahh! big scary bug flying around my room!!!!!,worry
is up with a nasty cough i cant be sick i have a huge weekend ahead of me,worry
" He died.  Wait, what about Magic Jack? I just read it.",worry
$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one,worry
"I cant sleep, but im too sore to move",worry
Achieving a new appreciation on how a xml build script can really be painful and cumbersome,worry
 i cant do anything,worry
My head hurts so bad I could scream!,worry
i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain,worry
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,worry
New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...,worry
oh men!!!!!!......I really can't see my face........c'mon guys!!!,worry
"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old",worry
my sole supporter is not my sole supporter,worry
 urgh stop it guys,worry
Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?,worry
I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!,worry
is feeling sad... for some reason..  ,worry
" Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",worry
 it wont let me,worry
Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.,worry
 9 days  I'm about ready to visit Torchwood and see if they've heard anything,worry
"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff",worry
why are plane tickets so expensive,worry
Needs a job BADLY!!!,worry
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,worry
people in my house do not know how to close doors,worry
 I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death,worry
wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio,worry
"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO.",worry
 oh no  i am always here ;) &lt;3,worry
i think the vog is making me sicker than i think. feeling slightly achy,worry
i am doing homework it sux big time maths is the worst!!!!!!,worry
"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't",worry
i'm sooooooooooooo confused,worry
"Work day 7 of 7,",worry
" No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban",worry
not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with,worry
"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ...",worry
 so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  ,worry
I have forgot the live with the Jonas Brothers on Facebook,worry
"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today....",worry
my twitter has been hacked again,worry
" I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you",worry
"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat.",worry
"Okay, so twitter suddenly changed, how do I respond to messages now",worry
Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!,worry
sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend,worry
Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!,worry
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover,worry
I need to be held...  Gnite.,worry
"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents",worry
 i wanna see her hair  hows everyone?,worry
Aww...  Pray for the arroyo family everyone!,worry
 You never answered your DM I sent you....   I need your info...,worry
Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...,worry
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,worry
 I didn't think anyone caught that,worry
looks like i'll never go to the zoo,worry
 Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!,worry
 bad times?,worry
 Thank you for the rec but that doesn't work,worry
My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,worry
I don't know how ima work out tomorrow wit my body dis sore  ugh,worry
I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,worry
I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.,worry
"Lady across the way had a miscarriage, say a prayer",worry
I feel so deflated. No more doggy.,worry
is feeling bad  just got bad news about my Mum,worry
don't feel like working  I think I tweet this too often!,worry
vineri...nimic special sau probabil un alt weekend pierdut...,worry
"got to final table, but....went out third.  Don't think I'll be getting my free seat",worry
The humpalow um ya I think so... Cell is dying,worry
Last day at work...Sick to the bone,worry
i feel like I'm on house arrest.,worry
 Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad,worry
It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,worry
 I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages,worry
my dog ran awayyy,worry
"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",worry
does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,worry
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,worry
 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,worry
" hmmm, I thought u were sleeping!! Too bad I can't see those videos until tomorrow night.",worry
 jealous  it looks like schindler's list in toronto,worry
"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I'm not sure if I can sleep at all.",worry
Tactical mistake: going to the city library and buying milk. Who knew? OUCH OUCH OUCH. Maybe a good thing I didn't try for uni.,worry
my stomach feels like it's touching the ground..i'm SO full,worry
Sooo much work so little time,worry
"Ugh, my internet was down!",worry
is feeling so giddy and wanna go home.,worry
Up and packing. Its the last day of youth camp,worry
Somebody please save the polar bears!,worry
It has come to my attention from a 16yo friend that I've recently gained a TON of weight. He didn't know it was me.,worry
guess im staying home tonight...no movie-ing for me,worry
 reminds me of the weather a month ago it was horrible  I hope all is well hugs,worry
 hope ya sleepin well  guys still here,worry
damn being drunk and hot sucks,worry
is not sleeping because he has paperwork to do.,worry
Showered in ice-cold water. Sweating now. Means one thing: I'm sick,worry
"midnight cry.. wish the person I wanted, wanted me right now",worry
Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.,worry
" And these poor, unfortunate souls don't appear to have any pants at all...  ? ",worry
  If I told you how often I wash my hair you would never speak to me again,worry
"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman.",worry
  -  WHY DO U LOT MOCK ME!!!,worry
didnt say goodnight to you,worry
 I met a stranger just 10 min ago. He was stalking me at the store,worry
"Taking Horse Pills, hoping I can get some sleep tonight",worry
"Looks like it's going to be too nice to work today, how annoying as I have no choice",worry
is desperatly hoping my dad takes me to vanessa's game,worry
 hi!  Fuck your job!,worry
Somebody please save the polar bears!,worry
"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. @-) I feel awful.  =((",worry
At the Grove for 'Drag Me to Hell.' I hope that it doesn't suck.,worry
 so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i'm only a month late,worry
hoping i didn't fail english. that would just be sad,worry
Know what would be great? For my shoulder to stop hurting so I can sleep normal again.  I just want/need a few solid hours of good sleep.,worry
I knew I should've worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,worry
 awww I wish I could have been there  I'm stuck here about to jab out my eyes with knitting needles,worry
"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!",worry
